ORIGINAL_SCRIPT_WORD_INDEX,Frequency of Reuse (Exact),Frequency of Reuse (0-0.05),Frequency of Reuse (0-0.1),Frequency of Reuse (0-0.15),Frequency of Reuse (0-0.2),Frequency of Reuse (0-0.25),Frequency of Reuse (0-0.3),Frequency of Reuse (0-0.35),Frequency of Reuse (0-0.4),Frequency of Reuse (0-0.45),Frequency of Reuse (0-0.5),ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE
5352,56.0,56.0,56.0,57.0,106.0,174.0,273.0,306.0,376.0,441.0,478.0,wo,wo,1006,136,REY,0,0,0,0,0,0,0,0,0,0
5353,56.0,56.0,56.0,58.0,108.0,176.0,276.0,310.0,382.0,446.0,486.0,n't,n't,528,136,REY,0,0,0,0,0,0,0,0,0,0
5354,56.0,56.0,56.0,58.0,107.0,174.0,282.0,316.0,387.0,459.0,507.0,let,let,941,136,REY,0,0,0,0,0,0,0,0,0,0
5355,54.0,54.0,54.0,56.0,93.0,159.0,266.0,301.0,372.0,458.0,505.0,you,you,520,136,REY,0,0,0,0,0,0,0,0,0,0
5356,22.0,22.0,22.0,25.0,30.0,43.0,85.0,113.0,160.0,198.0,252.0,.,.,453,136,REY,0,0,0,0,0,0,0,0,0,0
5357,6.0,6.0,6.0,12.0,14.0,15.0,34.0,37.0,44.0,57.0,80.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5358,3.0,3.0,3.0,9.0,12.0,13.0,26.0,30.0,35.0,45.0,62.0,'m,'m,616,136,FINN,0,0,0,0,0,0,0,0,0,0
5359,20.0,20.0,20.0,23.0,30.0,32.0,47.0,50.0,54.0,65.0,80.0,not,not,538,136,FINN,0,0,0,0,0,0,0,0,0,0
5360,23.0,23.0,23.0,25.0,34.0,37.0,42.0,52.0,59.0,64.0,76.0,who,who,617,136,FINN,0,0,0,0,0,0,0,0,0,0
5361,23.0,23.0,23.0,25.0,34.0,37.0,41.0,52.0,56.0,60.0,68.0,you,you,520,136,FINN,0,0,0,0,0,0,0,0,0,0
5362,23.0,23.0,23.0,24.0,33.0,36.0,39.0,50.0,54.0,56.0,58.0,think,think,610,136,FINN,0,0,0,0,0,0,0,0,0,0
5363,23.0,23.0,23.0,24.0,32.0,35.0,38.0,49.0,53.0,55.0,58.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5364,23.0,23.0,23.0,23.0,31.0,34.0,37.0,48.0,52.0,54.0,57.0,am,am,781,136,FINN,0,0,0,0,0,0,0,0,0,0
5365,16.0,16.0,19.0,26.0,31.0,38.0,47.0,61.0,73.0,79.0,85.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5366,0.0,6.0,16.0,52.0,56.0,58.0,59.0,64.0,76.0,83.0,97.0,finn,finn,129053,136,REY,0,0,0,0,0,0,0,0,0,0
5367,65.0,65.0,72.0,86.0,115.0,121.0,132.0,136.0,153.0,159.0,178.0,",",",",450,136,REY,0,0,0,0,0,0,0,0,0,0
5368,728.0,728.0,734.0,748.0,766.0,864.0,914.0,936.0,954.0,972.0,1009.0,what,what,594,136,REY,0,0,0,0,0,0,0,0,0,0
5369,734.0,734.0,740.0,754.0,772.0,870.0,923.0,945.0,964.0,982.0,1021.0,are,are,534,136,REY,0,0,0,0,0,0,0,0,0,0
5370,734.0,734.0,740.0,754.0,772.0,870.0,923.0,945.0,964.0,983.0,1022.0,you,you,520,136,REY,0,0,0,0,0,0,0,0,0,0
5371,735.0,735.0,738.0,746.0,761.0,860.0,913.0,931.0,942.0,956.0,991.0,talking,talking,989,136,REY,0,0,0,0,0,0,0,0,0,0
5372,735.0,735.0,737.0,745.0,761.0,860.0,913.0,931.0,941.0,954.0,981.0,about,about,581,136,REY,0,0,0,0,0,0,0,0,0,0
5373,729.0,729.0,730.0,731.0,749.0,843.0,893.0,911.0,919.0,933.0,954.0,?,?,533,136,REY,0,0,0,0,0,0,0,0,0,0
5374,42.0,42.0,42.0,42.0,42.0,43.0,60.0,67.0,94.0,95.0,110.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5375,0.0,0.0,0.0,0.0,3.0,4.0,9.0,15.0,21.0,25.0,28.0,'m,'m,616,136,FINN,0,0,0,0,0,0,0,0,0,0
5376,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,4.0,not,not,538,136,FINN,0,0,0,0,0,0,0,0,0,0
5377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,resistance,resistance,6705,136,FINN,1,0,0,0,0,0,0,0,1,0
5378,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,12.0,12.0,12.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5379,9.0,9.0,9.0,10.0,10.0,10.0,12.0,13.0,15.0,15.0,15.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5380,9.0,9.0,9.0,10.0,10.0,10.0,12.0,13.0,15.0,15.0,17.0,'m,'m,616,136,FINN,0,0,0,0,0,0,0,0,0,0
5381,9.0,9.0,9.0,11.0,12.0,12.0,15.0,17.0,19.0,20.0,21.0,not,not,538,136,FINN,0,0,0,0,0,0,0,0,0,0
5382,9.0,9.0,9.0,11.0,12.0,12.0,14.0,16.0,18.0,19.0,20.0,a,a,506,136,FINN,0,0,0,0,0,0,0,0,0,0
5383,9.0,9.0,9.0,11.0,12.0,12.0,14.0,16.0,18.0,19.0,20.0,hero,hero,4032,136,FINN,0,1,0,0,1,0,1,1,0,1
5384,13.0,13.0,14.0,16.0,17.0,25.0,34.0,37.0,39.0,40.0,42.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5385,9.0,9.0,11.0,12.0,13.0,23.0,32.0,33.0,34.0,35.0,37.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5386,8.0,8.0,10.0,11.0,12.0,22.0,31.0,32.0,33.0,35.0,36.0,'m,'m,616,136,FINN,0,0,0,0,0,0,0,0,0,0
5387,6.0,6.0,10.0,10.0,10.0,20.0,28.0,28.0,29.0,34.0,35.0,a,a,506,136,FINN,0,0,0,0,0,0,0,0,0,0
5388,5.0,5.0,9.0,9.0,9.0,19.0,27.0,27.0,28.0,29.0,30.0,stormtrooper,stormtrooper,777012,136,FINN,0,0,0,0,0,0,0,0,0,0
5389,8.0,8.0,10.0,10.0,12.0,22.0,37.0,37.0,40.0,47.0,52.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5390,4.0,7.0,8.0,8.0,10.0,11.0,19.0,20.0,24.0,31.0,35.0,like,like,570,136,FINN,0,0,0,0,0,0,0,0,0,0
5391,6.0,7.0,8.0,8.0,12.0,14.0,23.0,24.0,27.0,34.0,41.0,all,all,585,136,FINN,0,0,0,0,0,0,0,0,0,0
5392,6.0,7.0,8.0,8.0,12.0,15.0,24.0,25.0,29.0,36.0,42.0,of,of,510,136,FINN,0,0,0,0,0,0,0,0,0,0
5393,6.0,7.0,8.0,8.0,12.0,15.0,24.0,25.0,29.0,36.0,42.0,them,them,621,136,FINN,0,0,0,0,0,0,0,0,0,0
5394,6.0,7.0,7.0,7.0,12.0,15.0,24.0,25.0,30.0,37.0,44.0,",",",",450,136,FINN,0,0,0,0,0,0,0,0,0,0
5395,12.0,13.0,13.0,13.0,16.0,28.0,31.0,32.0,36.0,36.0,39.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5396,12.0,12.0,12.0,12.0,15.0,26.0,28.0,30.0,33.0,33.0,37.0,was,was,551,136,FINN,0,0,0,0,0,0,0,0,0,0
5397,12.0,12.0,12.0,12.0,13.0,23.0,25.0,25.0,27.0,27.0,29.0,taken,taken,1476,136,FINN,0,0,0,0,0,0,0,0,0,0
5398,13.0,13.0,13.0,13.0,14.0,23.0,25.0,25.0,26.0,26.0,27.0,from,from,595,136,FINN,0,0,0,0,0,0,0,0,0,0
5399,13.0,13.0,13.0,13.0,14.0,23.0,27.0,27.0,28.0,28.0,29.0,a,a,506,136,FINN,0,0,0,0,0,0,0,0,0,0
5400,13.0,13.0,13.0,13.0,14.0,23.0,26.0,26.0,26.0,26.0,26.0,family,family,1303,136,FINN,0,0,0,0,0,0,0,0,0,0
5401,13.0,13.0,13.0,13.0,13.0,13.0,17.0,17.0,17.0,17.0,18.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5402,5.0,5.0,5.0,8.0,8.0,8.0,17.0,17.0,17.0,17.0,18.0,'ll,'ll,746,136,FINN,0,0,0,0,0,0,0,0,0,0
5403,6.0,6.0,6.0,9.0,10.0,10.0,17.0,17.0,17.0,17.0,18.0,never,never,760,136,FINN,0,0,0,0,0,0,0,0,0,0
5404,5.0,5.0,5.0,8.0,9.0,9.0,15.0,15.0,15.0,15.0,16.0,know,know,638,136,FINN,0,0,0,0,0,0,0,0,0,0
5405,2.0,2.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0,10.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5406,9.0,9.0,9.0,10.0,10.0,11.0,21.0,22.0,22.0,22.0,24.0,and,and,512,136,FINN,0,0,0,0,0,0,0,0,0,0
5407,9.0,9.0,9.0,10.0,10.0,17.0,21.0,22.0,22.0,22.0,23.0,raised,raised,3182,136,FINN,0,0,0,0,0,0,0,0,0,0
5408,9.0,9.0,9.0,10.0,10.0,17.0,21.0,22.0,22.0,22.0,23.0,to,to,504,136,FINN,0,0,0,0,0,0,0,0,0,0
5409,9.0,9.0,9.0,10.0,10.0,17.0,21.0,22.0,22.0,22.0,23.0,do,do,544,136,FINN,0,0,0,0,0,0,0,0,0,0
5410,9.0,9.0,9.0,10.0,10.0,17.0,21.0,22.0,22.0,22.0,23.0,one,one,602,136,FINN,0,0,0,0,0,0,0,0,0,0
5411,9.0,9.0,9.0,10.0,10.0,17.0,21.0,22.0,22.0,22.0,23.0,thing,thing,729,136,FINN,0,0,0,0,0,0,0,0,0,0
5412,0.0,0.0,0.0,0.0,0.0,12.0,14.0,14.0,14.0,14.0,14.0,...,...,569,136,FINN,0,0,0,0,0,0,0,0,0,0
5413,4.0,4.0,4.0,4.0,4.0,5.0,8.0,8.0,10.0,10.0,10.0,but,but,559,136,FINN,0,0,0,0,0,0,0,0,0,0
5414,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,my,my,588,136,FINN,0,0,0,0,0,0,0,0,0,0
5415,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,first,first,774,136,FINN,0,0,0,0,0,0,0,0,0,0
5416,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,battle,battle,4261,136,FINN,1,0,0,0,0,0,0,0,1,0
5417,8.0,11.0,11.0,11.0,12.0,14.0,18.0,18.0,20.0,21.0,21.0,",",",",450,136,FINN,0,0,0,0,0,0,0,0,0,0
5418,11.0,13.0,13.0,13.0,13.0,17.0,21.0,25.0,27.0,29.0,31.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5419,11.0,13.0,13.0,13.0,13.0,17.0,23.0,26.0,29.0,31.0,32.0,made,made,798,136,FINN,0,0,0,0,0,0,0,0,0,0
5420,11.0,13.0,13.0,13.0,14.0,18.0,24.0,28.0,30.0,31.0,32.0,a,a,506,136,FINN,0,0,0,0,0,0,0,0,0,0
5421,10.0,12.0,12.0,12.0,13.0,17.0,23.0,27.0,29.0,30.0,35.0,choice,choice,1321,136,FINN,0,0,0,0,0,0,0,0,0,1
5422,35.0,37.0,44.0,74.0,84.0,92.0,196.0,224.0,237.0,262.0,322.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5423,42.0,42.0,49.0,81.0,95.0,102.0,207.0,235.0,250.0,278.0,329.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5424,39.0,41.0,48.0,80.0,96.0,103.0,207.0,232.0,248.0,275.0,326.0,was,was,551,136,FINN,0,0,0,0,0,0,0,0,0,0
5425,37.0,43.0,54.0,86.0,101.0,106.0,208.0,233.0,249.0,276.0,327.0,n't,n't,528,136,FINN,0,0,0,0,0,0,0,0,0,0
5426,42.0,46.0,55.0,87.0,104.0,110.0,211.0,240.0,257.0,285.0,336.0,going,going,693,136,FINN,0,0,0,0,0,0,0,0,0,0
5427,42.0,46.0,55.0,90.0,108.0,114.0,218.0,243.0,262.0,289.0,340.0,to,to,504,136,FINN,0,0,0,0,0,0,0,0,0,0
5428,18.0,22.0,24.0,29.0,38.0,40.0,49.0,49.0,57.0,60.0,61.0,kill,kill,1382,136,FINN,0,0,0,1,0,1,0,0,1,0
5429,14.0,19.0,21.0,24.0,29.0,34.0,37.0,37.0,40.0,40.0,40.0,for,for,531,136,FINN,0,0,0,0,0,0,0,0,0,0
5430,15.0,18.0,21.0,24.0,30.0,31.0,34.0,35.0,37.0,37.0,37.0,them,them,621,136,FINN,0,0,0,0,0,0,0,0,0,0
5431,15.0,15.0,15.0,20.0,26.0,27.0,30.0,31.0,35.0,35.0,35.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5432,9.0,9.0,9.0,12.0,14.0,18.0,21.0,22.0,28.0,28.0,28.0,so,so,599,136,FINN,0,0,0,0,0,0,0,0,0,0
5433,9.0,9.0,9.0,9.0,9.0,10.0,12.0,13.0,14.0,14.0,14.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5434,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,12.0,12.0,12.0,ran,ran,2387,136,FINN,0,0,0,0,0,0,0,0,0,0
5435,6.0,6.0,6.0,6.0,6.0,8.0,10.0,12.0,13.0,13.0,13.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5436,4.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,right,right,679,136,FINN,0,0,0,0,0,0,0,0,0,0
5437,4.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,into,into,696,136,FINN,0,0,0,0,0,0,0,0,0,0
5438,4.0,4.0,4.0,4.0,9.0,12.0,13.0,13.0,13.0,13.0,13.0,you,you,520,136,FINN,0,0,0,0,0,0,0,0,0,0
5439,4.0,4.0,4.0,7.0,12.0,14.0,19.0,19.0,21.0,21.0,22.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5440,7.0,7.0,7.0,12.0,18.0,22.0,28.0,28.0,30.0,30.0,31.0,and,and,512,136,FINN,0,0,0,0,0,0,0,0,0,0
5441,13.0,13.0,13.0,19.0,25.0,30.0,38.0,38.0,40.0,40.0,41.0,you,you,520,136,FINN,0,0,0,0,0,0,0,0,0,0
5442,15.0,15.0,15.0,21.0,35.0,38.0,44.0,44.0,46.0,47.0,48.0,looked,looked,1828,136,FINN,0,0,0,0,0,0,0,0,0,0
5443,15.0,15.0,15.0,21.0,39.0,42.0,48.0,48.0,50.0,50.0,51.0,at,at,584,136,FINN,0,0,0,0,0,0,0,0,0,0
5444,16.0,16.0,16.0,22.0,38.0,41.0,46.0,46.0,49.0,49.0,50.0,me,me,612,136,FINN,0,0,0,0,0,0,0,0,0,0
5445,17.0,17.0,17.0,21.0,38.0,49.0,55.0,56.0,60.0,60.0,62.0,like,like,570,136,FINN,0,0,0,0,0,0,0,0,0,0
5446,15.0,15.0,15.0,17.0,33.0,42.0,45.0,46.0,48.0,48.0,50.0,no,no,625,136,FINN,0,0,0,0,0,0,0,0,0,0
5447,15.0,15.0,15.0,17.0,32.0,42.0,44.0,45.0,47.0,47.0,50.0,one,one,602,136,FINN,0,0,0,0,0,0,0,0,0,0
5448,12.0,12.0,12.0,13.0,26.0,39.0,42.0,43.0,45.0,45.0,48.0,ever,ever,828,136,FINN,0,0,0,0,0,0,0,0,0,0
5449,12.0,12.0,12.0,13.0,21.0,34.0,36.0,38.0,40.0,41.0,46.0,had,had,663,136,FINN,0,0,0,0,0,0,0,0,0,0
5450,11.0,11.0,11.0,13.0,17.0,37.0,40.0,43.0,44.0,45.0,49.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5451,8.0,8.0,8.0,9.0,9.0,16.0,22.0,26.0,28.0,29.0,31.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5452,7.0,7.0,7.0,8.0,8.0,14.0,20.0,22.0,22.0,23.0,25.0,was,was,551,136,FINN,0,0,0,0,0,0,0,0,0,0
5453,5.0,5.0,5.0,6.0,6.0,12.0,18.0,21.0,21.0,22.0,23.0,ashamed,ashamed,5354,136,FINN,0,0,1,0,0,1,0,0,1,0
5454,5.0,5.0,5.0,6.0,7.0,13.0,20.0,23.0,25.0,26.0,27.0,of,of,510,136,FINN,0,0,0,0,0,0,0,0,0,0
5455,4.0,4.0,4.0,5.0,6.0,14.0,23.0,30.0,36.0,40.0,43.0,what,what,594,136,FINN,0,0,0,0,0,0,0,0,0,0
5456,5.0,5.0,5.0,6.0,7.0,10.0,23.0,29.0,39.0,41.0,43.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5457,5.0,5.0,5.0,6.0,7.0,10.0,15.0,21.0,31.0,33.0,36.0,was,was,551,136,FINN,0,0,0,0,0,0,0,0,0,0
5458,6.0,6.0,6.0,8.0,11.0,13.0,18.0,25.0,35.0,38.0,41.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5459,7.0,7.0,7.0,9.0,15.0,17.0,21.0,29.0,40.0,43.0,47.0,but,but,559,136,FINN,0,0,0,0,0,0,0,0,0,0
5460,7.0,7.0,7.0,9.0,14.0,16.0,19.0,28.0,37.0,41.0,46.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5461,4.0,4.0,4.0,6.0,11.0,13.0,14.0,18.0,27.0,29.0,33.0,'m,'m,616,136,FINN,0,0,0,0,0,0,0,0,0,0
5462,12.0,12.0,12.0,13.0,20.0,23.0,24.0,44.0,105.0,114.0,155.0,done,done,940,136,FINN,0,0,0,0,0,0,0,0,0,0
5463,37.0,37.0,37.0,38.0,45.0,48.0,49.0,77.0,141.0,169.0,297.0,with,with,548,136,FINN,0,0,0,0,0,0,0,0,0,0
5464,52.0,52.0,52.0,52.0,57.0,60.0,70.0,114.0,206.0,239.0,367.0,the,the,501,136,FINN,0,0,0,0,0,0,0,0,0,0
5465,52.0,52.0,52.0,52.0,54.0,56.0,66.0,108.0,199.0,232.0,360.0,first,first,774,136,FINN,0,0,0,0,0,0,0,0,0,0
5466,52.0,52.0,52.0,52.0,54.0,56.0,66.0,108.0,199.0,232.0,359.0,order,order,1290,136,FINN,0,0,0,0,0,0,0,0,0,0
5467,54.0,54.0,54.0,55.0,67.0,68.0,79.0,132.0,225.0,258.0,383.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5468,51.0,51.0,51.0,52.0,62.0,68.0,78.0,120.0,155.0,182.0,290.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5469,22.0,22.0,22.0,23.0,33.0,39.0,49.0,84.0,119.0,130.0,161.0,'m,'m,616,136,FINN,0,0,0,0,0,0,0,0,0,0
5470,7.0,7.0,8.0,9.0,19.0,26.0,28.0,45.0,46.0,49.0,51.0,never,never,760,136,FINN,0,0,0,0,0,0,0,0,0,0
5471,7.0,7.0,8.0,9.0,19.0,26.0,27.0,43.0,44.0,45.0,47.0,going,going,693,136,FINN,0,0,0,0,0,0,0,0,0,0
5472,7.0,7.0,8.0,9.0,19.0,25.0,26.0,42.0,43.0,44.0,46.0,back,back,767,136,FINN,0,0,0,0,0,0,0,0,0,0
5473,6.0,12.0,18.0,21.0,22.0,32.0,34.0,38.0,43.0,44.0,46.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5474,0.0,7.0,34.0,51.0,56.0,56.0,57.0,57.0,64.0,65.0,66.0,rey,rey,13918,136,FINN,0,0,0,0,0,0,0,0,0,0
5475,0.0,7.0,34.0,52.0,58.0,59.0,60.0,60.0,68.0,69.0,70.0,",",",",450,136,FINN,0,0,0,0,0,0,0,0,0,0
5476,1.0,8.0,35.0,53.0,59.0,62.0,63.0,65.0,73.0,74.0,76.0,come,come,890,136,FINN,0,0,0,0,0,0,0,0,0,0
5477,2.0,9.0,36.0,54.0,60.0,64.0,66.0,69.0,77.0,78.0,83.0,with,with,548,136,FINN,0,0,0,0,0,0,0,0,0,0
5478,3.0,10.0,37.0,55.0,61.0,65.0,67.0,71.0,79.0,83.0,88.0,me,me,612,136,FINN,0,0,0,0,0,0,0,0,0,0
5479,3.0,4.0,32.0,52.0,59.0,63.0,64.0,68.0,71.0,78.0,84.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5480,3.0,3.0,3.0,4.0,11.0,15.0,18.0,24.0,25.0,29.0,34.0,do,do,544,136,REY,0,0,0,0,0,0,0,0,0,0
5481,3.0,3.0,3.0,3.0,3.0,6.0,7.0,12.0,13.0,18.0,24.0,n't,n't,528,136,REY,0,0,0,0,0,0,0,0,0,0
5482,3.0,3.0,3.0,10.0,20.0,26.0,33.0,41.0,48.0,57.0,65.0,go,go,706,136,REY,0,0,0,0,0,0,0,0,0,0
5483,24.0,24.0,24.0,31.0,47.0,65.0,99.0,110.0,128.0,135.0,138.0,.,.,453,136,REY,0,0,0,0,0,0,0,0,0,0
5484,28.0,28.0,28.0,35.0,51.0,69.0,102.0,113.0,131.0,139.0,140.0,take,take,772,136,FINN,0,0,0,0,0,0,0,0,0,0
5485,28.0,28.0,28.0,35.0,51.0,69.0,102.0,112.0,130.0,137.0,138.0,care,care,962,136,FINN,0,0,0,0,0,0,0,0,0,0
5486,28.0,28.0,28.0,35.0,51.0,69.0,102.0,112.0,130.0,137.0,138.0,of,of,510,136,FINN,0,0,0,0,0,0,0,0,0,0
5487,29.0,29.0,29.0,36.0,52.0,70.0,103.0,113.0,131.0,138.0,138.0,yourself,yourself,1121,136,FINN,0,0,0,0,0,0,0,0,0,0
5488,29.0,29.0,29.0,29.0,38.0,66.0,100.0,109.0,125.0,132.0,132.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5489,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.0,17.0,please,please,1347,136,FINN,0,0,0,0,0,0,0,0,0,0
5490,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,9.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,no,no,625,138,YOUNG GIRL,0,0,0,0,0,0,0,0,0,0
5492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,!,!,558,138,YOUNG GIRL,0,0,0,0,0,0,0,0,0,0
5493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,no,no,625,138,YOUNG GIRL,0,0,0,0,0,0,0,0,0,0
5494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,",",",",450,138,YOUNG GIRL,0,0,0,0,0,0,0,0,0,0
5495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,come,come,890,138,YOUNG GIRL,0,0,0,0,0,0,0,0,0,0
5496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,back,back,767,138,YOUNG GIRL,0,0,0,0,0,0,0,0,0,0
5497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,!,!,558,138,YOUNG GIRL,0,0,0,0,0,0,0,0,0,0
5498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,quiet,quiet,5345,138,UNKAR PLUTT,0,0,0,0,0,1,0,0,0,1
5499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,",",",",450,138,UNKAR PLUTT,0,0,0,0,0,0,0,0,0,0
5500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,girl,girl,1582,138,UNKAR PLUTT,0,0,0,0,0,0,0,0,0,0
5501,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,!,!,558,138,UNKAR PLUTT,0,0,0,0,0,0,0,0,0,0
5502,2.0,2.0,2.0,4.0,4.0,5.0,5.0,7.0,10.0,12.0,13.0,what,what,594,139,REY,0,0,0,0,0,0,0,0,0,0
5503,2.0,2.0,2.0,4.0,4.0,5.0,5.0,7.0,11.0,12.0,13.0,was,was,551,139,REY,0,0,0,0,0,0,0,0,0,0
5504,2.0,2.0,2.0,5.0,5.0,6.0,6.0,8.0,13.0,15.0,16.0,that,that,514,139,REY,0,0,0,0,0,0,0,0,0,0
5505,2.0,2.0,2.0,5.0,5.0,12.0,13.0,15.0,26.0,28.0,29.0,?,?,533,139,REY,0,0,0,0,0,0,0,0,0,0
5506,5.0,5.0,5.0,8.0,9.0,15.0,23.0,26.0,35.0,37.0,40.0,i,i,509,139,REY,0,0,0,0,0,0,0,0,0,0
5507,5.0,5.0,5.0,8.0,9.0,14.0,22.0,24.0,36.0,38.0,40.0,should,should,650,139,REY,0,0,0,0,0,0,0,0,0,0
5508,4.0,4.0,4.0,5.0,6.0,11.0,20.0,21.0,28.0,29.0,31.0,n't,n't,528,139,REY,0,0,0,0,0,0,0,0,0,0
5509,4.0,4.0,4.0,5.0,6.0,11.0,20.0,21.0,28.0,29.0,31.0,have,have,539,139,REY,0,0,0,0,0,0,0,0,0,0
5510,4.0,4.0,4.0,4.0,5.0,10.0,19.0,20.0,26.0,26.0,28.0,gone,gone,1846,139,REY,0,0,0,0,0,0,0,0,0,0
5511,4.0,4.0,4.0,4.0,5.0,5.0,13.0,15.0,17.0,17.0,20.0,in,in,522,139,REY,0,0,0,0,0,0,0,0,0,0
5512,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,there,there,608,139,REY,0,0,0,0,0,0,0,0,0,0
5513,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,.,.,453,139,REY,0,0,0,0,0,0,0,0,0,0
5514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,that,that,514,139,MAZ,0,0,0,0,0,0,0,0,0,0
5515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lightsaber,lightsaber,777109,139,MAZ,0,0,0,0,0,0,0,0,0,0
5516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,was,was,551,139,MAZ,0,0,0,0,0,0,0,0,0,0
5517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,luke,luke,247182,139,MAZ,0,0,0,0,0,0,0,0,0,0
5518,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,'s,'s,525,139,MAZ,0,0,0,0,0,0,0,0,0,0
5519,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,.,.,453,139,MAZ,0,0,0,0,0,0,0,0,0,0
5520,6.0,6.0,6.0,6.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0,and,and,512,139,MAZ,0,0,0,0,0,0,0,0,0,0
5521,6.0,6.0,6.0,6.0,13.0,17.0,17.0,17.0,17.0,17.0,17.0,his,his,553,139,MAZ,0,0,0,0,0,0,0,0,0,0
5522,6.0,6.0,6.0,6.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,father,father,2368,139,MAZ,0,0,0,0,0,0,0,1,0,0
